TX, TY, BX, BY, DX, DY, UNROLL, Mcells/s
32,32,32,32,32,32,1,1370.54
32,32,32,32,32,32,2,1284.66
32,32,32,32,32,32,3,1295.70
32,32,32,32,32,32,4,1288.75
32,32,32,64,32,32,1,1611.69
32,32,32,96,32,32,1,1611.74
32,32,32,128,32,32,1,1572.97
32,32,64,32,32,32,1,1545.29
32,32,64,32,32,32,2,1349.05
32,32,64,32,32,32,3,1499.71
32,32,64,32,32,32,4,1241.15
32,32,64,64,32,32,1,1216.27
32,32,96,32,32,32,1,1533.90
32,32,96,32,32,32,2,1421.26
32,32,128,32,32,32,1,1594.35
